drug_name,brand_name,dosage,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list
FiberCon,['Equalactin ; Fiber Lax ; Fiber Laxative ; Fiber Tabs; FiberCon;'],['625 mg'],9.0,1,10,OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a blockage in your intestines', 'a history of bleeding from your rectum', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
Phillips' Milk of Magnesia,['Dulcolax Liquid; Milk of Magnesia ; Pedia-Lax Chewable; Phillips Milk of Magnesia; Ex-Lax Milk of Magnesia Drug classes: Antacids ; Laxatives'],[None],8.4,185,9,Rx/OTC,N,N,,"['you have kidney disease', 'you are on a low-magnesium diet', 'you have a sudden change in bowel habits that has been ongoing for longer than 2 weeks']",Constipation
DOK,[None],['100 mg'],,,8,Rx/OTC,N,N,,"['nausea, vomiting, or severe stomach pain', 'a blockage in your intestines', 'chronic stomach pain that has not been checked by a doct']",Constipation
Enemeez Mini,['Colace Microenema; Enemeez Mini'],[None],9.0,1,7,Rx/OTC,N,N,,[None],Constipation
Fleet Enema,['Disposable Enema ; Fleet Enema'],[None],8.7,95,7,Rx/OTC,C,N,,"['kidney disease', 'heart problems', 'constipation with stomach cramps, nausea, or vomiting']",Constipation
GlycoLax,['ClearLax ; GaviLAX ; HealthyLax ; MiraLax ; Natura-Lax;'],[None],0.0,1,7,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
magnesium hydroxide,['Dulcolax Liquid; Milk of Magnesia ; Pedia-Lax Chewable; Phillips Milk of Magnesia; Ex-Lax Milk of Magnesia ;'],['400 mg'],8.5,236,7,Rx/OTC,N,N,,"['you have kidney disease', 'you are on a low-magnesium diet', 'you have a sudden change in bowel habits that has been ongoing for longer than 2 weeks']",Constipation
psyllium,['Hydrocil ; Laxmar ; Natural Fiber Therapy ; Fiberall; Konsyl;'],[None],7.1,40,7,OTC,N,N,,"['stomach pain,nausea, orvomiting', 'trouble swallowing', 'a sudden change in bowel habits lasting longer than 2 weeks']",Constipation
ClearLax,['ClearLax; GaviLAX ; HealthyLax ; MiraLax ; Natura-Lax;'],[None],9.8,10,6,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
Surfak,['Colace ; Surfak'],[None],,,6,Rx/OTC,N,N,,[None],Constipation
Bisa-Lax,['Bisa-Lax; Dulcolax'],[None],,,5,OTC,B,N,,[None],Constipation
Colace Micro-Enema,['Colace Microenema; Enemeez Mini'],[None],,,5,Rx/OTC,N,N,,[None],Constipation
Correctol,['Correctol; Dulcolax'],[None],5.3,36,5,OTC,B,N,,[None],Constipation
Diocto,['Colace ; Diocto'],[None],,,5,Rx/OTC,N,N,,[None],Constipation
Fleet Bisacodyl,[None],[None],10,1,5,OTC,B,N,,[None],Constipation
lactulose,['Constulose ; Generlac ; Kristalose ; Chronulac; Cephulac;'],[None],10,1,5,Rx,B,N,,"['diabetes', 'if you need to have any type of intestinal test using a scope (such as acolonoscopy)']",Constipation
linaclotide,['Linzess'],[None],9.3,4,5,Rx,C,N,,['a blockage in your intestines (bowel obstruction)'],Constipation
lubiprostone,['Amitiza'],[None],8.0,1,5,Rx,C,N,,"['Check interactions', 'Compare alternatives', 'Pricing & coupons', 'Reviews (280)', 'Drug images', 'Side effects', 'Dosage information', 'During pregnancy', 'Drug class: chloride channel activators', 'Breastfeeding', 'En español']",Constipation
Citrate of Magnesia,['Citrate of Magnesia; Citroma Cherry; Citroma Lemon; ColonX; OneLAX Magnesium Citrate; Citroma'],[None],10,6,3,Rx/OTC,C,N,,"['a sudden change in bowel habits that has lasted longer than 2 weeks', 'stomach pain, nausea, vomiting', 'if you are on a low-magnesium or low-sodium diet', 'kidney disease']",Constipation
Mag-Oxide,['Mag-200 ; Mag-Oxide; Magnesium Oxide 400; MAGnesium-Oxide; Maox; Uro-Mag'],[None],,,3,Rx/OTC,C,N,,[None],Constipation
Phillips' Cramp-free,"[""Phillips' Cramp-free; Uro-Mag ; MagGel""]",[None],,,3,Rx/OTC,C,N,,"['stomach pain, nausea, vomiting', 'a sudden change in bowel habits that has lasted longer than 2 weeks', 'if you are on a low-magnesium diet', 'kidney disease']",Constipation
Purelax,[None],[None],10,1,3,Rx/OTC,C,N,,[None],Constipation
Uro-Mag,"[""Phillips' Cramp-free ; Uro-Mag; MagGel""]",[None],,,3,Rx/OTC,C,N,,"['stomach pain, nausea, vomiting', 'a sudden change in bowel habits that has lasted longer than 2 weeks', 'if you are on a low-magnesium diet', 'kidney disease']",Constipation
Citroma,['Citrate of Magnesia ; Citroma Cherry; Citroma Lemon; ColonX; OneLAX Magnesium Citrate; Citroma'],[None],,,2,Rx/OTC,C,N,,"['a sudden change in bowel habits that has lasted longer than 2 weeks', 'stomach pain, nausea, vomiting', 'if you are on a low-magnesium or low-sodium diet', 'kidney disease']",Constipation
GaviLAX,['ClearLax ; GaviLAX; HealthyLax ; MiraLax ; Natura-Lax;'],[None],1.0,2,2,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
Gialax,['ClearLax ; GaviLAX ; HealthyLax ; MiraLax ; Natura-Lax;'],[None],,,2,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
glycerin,['Avedana Glycerin Suppositories Adult; Fleet Glycerin Suppositories Adult ; Fleet Glycerin Suppositories Pediatric ; Fleet Liquid Glycerin Suppositories ; Pedia-Lax Liquid;'],[None],7.6,29,2,Rx/OTC,C,N,,"['nausea, vomiting, stomach pain', 'rectal bleeding', 'a change in bowel habits that has lasted for 2 weeks or longe', 'used another laxative for longer than 1 week']",Constipation
HealthyLax,['ClearLax ; GaviLAX ; HealthyLax; MiraLax ; Natura-Lax;'],[None],,,2,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
Hydrocil,['Hydrocil; Laxmar ; Natural Fiber Therapy'],[None],,,2,OTC,N,N,,"['stomach pain,nausea, orvomiting', 'trouble swallowing', 'a sudden change in bowel habits lasting longer than 2 weeks']",Constipation
methylcellulose,['Citrucel ; Citrucel SF; Citrucel Food Pack; Citrucel Clear Mix; Citrucel Lax; Foster And Thrive Fiber Laxative'],[None],6.3,8,2,Rx/OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
PEG3350,['ClearLax ; GaviLAX ; HealthyLax ; MiraLax ; Natura-Lax;'],[None],5.0,2,2,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
sodium biphosphate / sodium phosphate,[None],[None],8.7,104,2,Rx/OTC,C,N,,"['kidney disease (or if you have ever had a biopsy showing a kidney problem caused by too much phosphate)', 'a bowel obstruction', 'a perforated bowel', 'colitis or toxic megacolon', 'a history of gastric bypass surgery or stomach stapling']",Constipation
SunMark ClearLax,['ClearLax ; GaviLAX ; HealthyLax ; MiraLax ; Natura-Lax;'],[None],,,2,Rx/OTC,C,N,,"['nausea,vomiting, or severe stomach pain', 'ulcerative colitis', 'irritable bowel syndrome', 'kidney disease', 'if you have had a sudden change in bowel habits that has lasted 2 weeks or longe']",Constipation
castor oil,['Emulsoil; Neoloid; Purge'],[None],,,1,OTC,X,N,,[None],Constipation
Dulcolax Milk of Magnesia,['Dulcolax Milk of Magnesia; Phillips Milk of Magnesia Drug classes: Antacids ; Laxatives'],[None],10,1,1,Rx/OTC,N,N,,[None],Constipation
Equalactin,['Equalactin; Fiber Lax ; Fiber Laxative ; Fiber Tabs; FiberCon ;'],['625 mg'],,,1,OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a blockage in your intestines', 'a history of bleeding from your rectum', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
Ex-Lax Milk of Magnesia,['Dulcolax Liquid; Milk of Magnesia ; Pedia-Lax Chewable; Phillips Milk of Magnesia; Ex-Lax Milk of Magnesia Drug classes: Antacids ; Laxatives'],[None],,,1,Rx/OTC,N,N,,"['you have kidney disease', 'you are on a low-magnesium diet', 'you have a sudden change in bowel habits that has been ongoing for longer than 2 weeks']",Constipation
Fiber Lax,['Equalactin ; Fiber Lax; Fiber Laxative ; Fiber Tabs; FiberCon ;'],['625 mg'],,,1,OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a blockage in your intestines', 'a history of bleeding from your rectum', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
Fiber Laxative,['Equalactin ; Fiber Lax ; Fiber Laxative; Fiber Tabs; FiberCon ;'],['625 mg'],,,1,OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a blockage in your intestines', 'a history of bleeding from your rectum', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
Fleet Glycerin Suppositories Adult,['Avedana Glycerin Suppositories Adult; Fleet Glycerin Suppositories Adult; Fleet Glycerin Suppositories Pediatric ; Fleet Liquid Glycerin Suppositories ; Pedia-Lax Liquid; Sani-Supp rectal'],[None],7.7,10,1,Rx/OTC,C,N,,"['nausea, vomiting, stomach pain', 'rectal bleeding', 'a change in bowel habits that has lasted for 2 weeks or longe', 'used another laxative for longer than 1 week']",Constipation
Fleet Glycerin Suppositories Pediatric,['Avedana Glycerin Suppositories Adult; Fleet Glycerin Suppositories Adult ; Fleet Glycerin Suppositories Pediatric; Fleet Liquid Glycerin Suppositories ; Pedia-Lax Liquid; Sani-Supp rectal'],[None],,,1,Rx/OTC,C,N,,"['nausea, vomiting, stomach pain', 'rectal bleeding', 'a change in bowel habits that has lasted for 2 weeks or longe', 'used another laxative for longer than 1 week']",Constipation
Fleet Liquid Glycerin Suppositories,['Avedana Glycerin Suppositories Adult; Fleet Glycerin Suppositories Adult ; Fleet Glycerin Suppositories Pediatric ; Fleet Liquid Glycerin Suppositories; Pedia-Lax Liquid; Sani-Supp rectal'],[None],8.0,1,1,Rx/OTC,C,N,,"['nausea, vomiting, stomach pain', 'rectal bleeding', 'a change in bowel habits that has lasted for 2 weeks or longe', 'used another laxative for longer than 1 week']",Constipation
mineral oil,['Fleet Mineral Oil Enema; Kondremul Plain; Muri-Lube; Milkinol; Mineral Oil;'],[None],,,1,Rx/OTC,N,N,,"['you have trouble swallowing', 'you are pregnant', 'you are ill, debilitated, or bedridden']",Constipation
Natural Fiber Therapy,['Hydrocil ; Laxmar ; Natural Fiber Therapy'],[None],,,1,OTC,N,N,,"['stomach pain,nausea, orvomiting', 'trouble swallowing', 'a sudden change in bowel habits lasting longer than 2 weeks']",Constipation
Pedia-Lax Chewable Tablets,['Dulcolax Liquid; Milk of Magnesia ; Pedia-Lax Chewable; Phillips Milk of Magnesia; Ex-Lax Milk of Magnesia Drug classes: Antacids ; Laxatives'],[None],,,1,Rx/OTC,N,N,,"['you have kidney disease', 'you are on a low-magnesium diet', 'you have a sudden change in bowel habits that has been ongoing for longer than 2 weeks']",Constipation
Pedia-Lax Liquid Glycerin Suppositories,['Avedana Glycerin Suppositories Adult; Fleet Glycerin Suppositories Adult ; Fleet Glycerin Suppositories Pediatric ; Fleet Liquid Glycerin Suppositories ; Pedia-Lax Liquid; Sani-Supp rectal'],[None],10,1,1,Rx/OTC,C,N,,"['nausea, vomiting, stomach pain', 'rectal bleeding', 'a change in bowel habits that has lasted for 2 weeks or longe', 'used another laxative for longer than 1 week']",Constipation
polycarbophil,['Equalactin ; Fiber Lax ; Fiber Laxative ; Fiber Tabs; FiberCon ;'],['625 mg'],5.0,3,1,OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a blockage in your intestines', 'a history of bleeding from your rectum', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
Sani-Supp,['Avedana Glycerin Suppositories Adult; Fleet Glycerin Suppositories Adult ; Fleet Glycerin Suppositories Pediatric ; Fleet Liquid Glycerin Suppositories ; Pedia-Lax Liquid; Sani-Supp rectal'],[None],,,1,Rx/OTC,C,N,,"['nausea, vomiting, stomach pain', 'rectal bleeding', 'a change in bowel habits that has lasted for 2 weeks or longe', 'used another laxative for longer than 1 week']",Constipation
sorbitol,['Arlex'],[None],9.0,1,1,Rx/OTC,N,N,,"['any allergy', 'nausea, vomiting, or stomach pain that has not been checked by a doct', 'if your bowel habits have changed suddenly in the past 2 weeks']",Constipation
benzocaine / docusate,['DocuSol Plus Mini-Enema'],[None],,,0,Rx/OTC,N,N,,[None],Constipation
Disposable Enema,['Disposable Enema; Fleet Enema'],[None],10,1,0,Rx/OTC,C,N,,"['kidney disease', 'heart problems', 'constipation with stomach cramps, nausea, or vomiting']",Constipation
Fibertab,['Equalactin ; Fiber Lax ; Fiber Laxative ; Fiber Tabs; FiberCon ;'],[None],,,0,OTC,N,N,,"['irritable bowel syndrome', 'trouble swallowing', 'stomach pain withnauseaorvomiting', 'a blockage in your intestines', 'a history of bleeding from your rectum', 'a sudden change in bowel habits that lasts 2 weeks or longe', 'if you have been constipated for more than 1 week']",Constipation
Fleet Phospho Soda,['Fleet Phospho-soda EZ-Prep; OsmoPrep ; Phospho-Soda; Visicol'],[None],10,2,0,Rx/OTC,C,N,,[None],Constipation
methylnaltrexone,['Relistor'],['150 mg'],,,0,Rx,B,N,,"['astomach ulce', 'perforation (a hole or tear) in your stomach or intestines', 'kidney disease', 'liver disease', ""colitisor other intestinal disorder such asCrohn's disease,diverticulitis, or Ogilvie's syndrome""]",Constipation
naldemedine,['Symproic'],['2 mg'],,,0,Rx,,N,,['a blockage in your stomach or intestines'],Constipation
naloxegol,['Movantik'],['25 mg'],,,0,Rx,C,N,,['a blockage in your stomach or intestines'],Constipation
OsmoPrep,[None],[None],,,0,Rx/OTC,C,N,,"['kidney disease (or if you have ever had a biopsy showing a kidney problem caused by too much phosphate)', 'a bowel obstruction', 'a perforated bowel', 'colitis or toxic megacolon', 'a history of gastric bypass surgery or stomach stapling']",Constipation
plecanatide,['Trulance'],['3 mg'],,,0,Rx,,N,,['a blockage in your intestines'],Constipation
potassium phosphate,['Neutra-Phos-K'],[None],,,0,Rx/OTC,C,N,,"['high levels of potassium in your blood (hyperkalemia)', 'low levels of calcium in your blood (hypocalcemia)', 'high levels of phosphorus in your blood (hyperphosphatemia)']",Constipation
prucalopride,['Motegrity'],['2 mg'],10,1,0,Rx,,N,,"['a blockage in your intestines', 'severe constipation', ""inflammatory bowel disease(Crohn's disease, ulcerativecolitis)"", 'toxic megacolon', 'perforation (a hole or tear) of your intestines']",Constipation
Symbicort,[None],[None],7.4,46,95,Rx,C,N,,"['heart disease,high blood pressure', 'a seizure', 'a weak immune system', 'liver disease', 'osteoporosis', 'glaucoma, cataracts, or other vision problems', 'diabetes', 'a drug allergy', 'tuberculosis', 'a thyroid disorde', 'an electrolyte imbalance (such aslow potassiumlevels in your blood)']",COPD
prednisone,['Rayos ; Sterapred ; Deltasone'],['20 mg'],7.6,15,71,Rx,C,N,,"['any illness that causes diarrhea', 'liver disease (such as cirrhosis)', 'kidney disease', 'heart disease, high blood pressure, low levels of potassium in your blood', 'a thyroid disorde', 'diabetes', 'a history of malaria', 'tuberculosis', 'osteoporosis', 'glaucoma, cataracts, or herpes infection of the eyes', 'stomach ulcers, ulcerative colitis, or a history of stomach bleeding', 'a muscle disorder such as myasthenia gravis', 'depression or mental illness']",COPD
Trelegy Ellipta,[None],[None],7.0,181,68,Rx,,N,,"['heart disease,high blood pressure', 'a seizure', 'a weak immune system', 'any type of bacterial, fungal, or viral infection or an infection caused by parasites', 'liver disease', 'glaucoma, cataracts, or other vision problems', 'diabetes (or ketoacidosis)', 'osteoporosis', 'a thyroid disorde', 'an enlarged prostate, bladder obstruction, or urination problems']",COPD
Anoro Ellipta,[None],[None],6.9,57,63,Rx,C,N,,"['heart disease,high blood pressure', 'a seizure', 'liver disease', 'glaucoma', 'diabetes', 'a thyroid disorde', 'anenlarged prostateor urination problems']",COPD
montelukast,['Singulair'],['10 mg'],7.6,12,63,Rx,B,N,,"['mental illness or psychosis', 'asthma, or a history of severe allergic reaction (sneezing, runny or stuffy nose, wheezing, shortness of breath) after takingaspirinor another NSAID']",COPD
Breztri Aerosphere,['Breztri Aerosphere'],[None],7.6,41,42,Rx,,N,X,[None],COPD
umeclidinium / vilanterol,['Anoro Ellipta'],[None],6.8,58,34,Rx,C,N,,"['heart disease,high blood pressure', 'a seizure', 'liver disease', 'glaucoma', 'diabetes', 'a thyroid disorde', 'anenlarged prostateor urination problems']",COPD
Yupelri,['Yupelri'],[None],10,2,32,Rx,,N,,"['glaucoma', 'urination problems', 'anenlarged prostate', 'liver disease']",COPD
