drug_name,brand_name,dosage_mg,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list,allergy_cleaned,disease_list_cleaned
dicel,allerest maximum strength ; dicel; lohist-d ; sudogest sinus and allergy; triaminic softchew cold and allergy;,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
dimetane decongestant,"""childrens cold and allergy; dimetapp cold and allergy; ru-hist d ; rynex pe ; brohist d ;""",0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
dimetapp children's cold & allergy,dimetapp cold & allergy,1.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, or chronic bronchitis', 'a blockage in your stomach or intestines', 'kidney or liver disease', 'high blood pressure, heart disease, coronary artery disease, or recent heart attack', 'enlarged prostate or urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma (an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , chronic bronchitis , blockage stomach intestines , kidney liver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostate urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytoma adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
diphenhydramine / phenylephrine,"""benadryl allergy plus congestion ; childrens allergy plus congestion; childrens triacting night time ; kindermed kids night time cold and cough; sudafed pe sinus congestion daytime/nighttime;""",25.0,10.0,1.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , diabetes , thyroid disorde",hayfever
dixaphedrine,dixaphedrine; drixoral sinus,0.0,0.0,0.0,0.0,rx/otc,c,n,x,none,hayfever,none,hayfever
doxylamine,unisom; nytol maximum strength; aldex an,25.0,9.0,1.0,0.0,rx/otc,b,n,x,"'glaucoma', 'anenlarged prostate', 'problems with urination', 'asthma,bronchitis,emphysema, or other chronic lung disease'",hayfever,"glaucoma , anenlarged prostate , problems urination , asthma , bronchitis , emphysema , chronic lung disease",hayfever
drixoral cold and allergy,conex ; drixoral cold and allergy,6.0,9.9,17.0,0.0,rx/otc,c,n,x,"'heart disease or high blood pressure', 'a thyroid disorde', 'glaucoma', 'diabetes', 'an enlarged prostate with urination problems'",hayfever,"heart disease high blood pressure , thyroid disorde , glaucoma , diabetes , enlarged prostate urination problems",hayfever
dytan-d,"""benadryl allergy plus congestion ; childrens allergy plus congestion; childrens triacting night time ; kindermed kids night time cold and cough; sudafed pe sinus congestion daytime/nighttime;""",0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , diabetes , thyroid disorde",hayfever
dytan-dm,triaminic day time night time cold and cough; dytan-dm; triaminic day time night time cold and cough,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a cough with mucus', 'anenlarged prostateor urination problems', 'high blood pressure,heart disease', 'diabetes', 'a thyroid disorde', 'glaucoma', 'astomach ulce'",hayfever,"cough mucus , anenlarged prostateor urination problems , high blood pressure , heart disease , diabetes , thyroid disorde , glaucoma , astomach ulce",hayfever
ed a-hist,actifed cold and allergy ; allerest pe ; chlortan d ; cold and allergy relief; ed a-hist;,4.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
ed chlorped d,actifed cold and allergy ; allerest pe ; chlortan d ; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
grastek,common,0.0,0.0,0.0,0.0,rx,b,n,x,"'severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing'",hayfever,"severe uncontrolled asthma , history allergic reaction affected esophagus tube connects mouth stomach causedheartburnor trouble swallowing",hayfever
histafed,aphedrid ; a-phedrin ; aprodine ; vi-sudo ; wal-act; histafed,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde'",hayfever,"asthma breathing disorder asemphysemaorchronic bronchitis , high blood pressure , heart disease , glaucoma , diabetes , thyroid disorde",hayfever
histex ct,arbinoxa ; carbihist; carboxine ; histex ct; histex i/e;,0.0,0.0,0.0,0.0,rx,c,n,x,none,hayfever,none,hayfever
histex ie,arbinoxa ; carbihist; carboxine ; histex ct ; histex i/e;,0.0,0.0,0.0,0.0,rx,c,n,x,none,hayfever,none,hayfever
histex pd,arbinoxa ; carbihist; carboxine ; histex ct ; histex i/e;,0.0,0.0,0.0,0.0,rx,c,n,x,none,hayfever,none,hayfever
house dust mite allergen extract,odactra,0.0,0.0,0.0,0.0,rx,unknown,n,x,"'you have severe or uncontrolled asthma', 'you have had an allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing', 'you are younger than 18 years or older than 65 years'",hayfever,"severe uncontrolled asthma , allergic reaction affected esophagus tube connects mouth stomach causedheartburnor trouble swallowing , younger 18 years older 65 years",hayfever
karbinal er,karbinal er; ryvent,0.0,0.0,0.0,0.0,rx,c,n,x,"'glaucoma', 'astomach ulce', 'a blockage in your digestive tract (stomach or intestines)', 'a thyroid disorde', 'heart problems,high blood pressure', 'liver or kidney disease', 'asthma or sulfite allergy', 'anenlarged prostate', 'urination problems', 'low blood pressure'",hayfever,"glaucoma , astomach ulce , blockage digestive tract stomach intestines , thyroid disorde , heart problems , high blood pressure , liver kidney disease , asthma sulfite allergy , anenlarged prostate , urination problems , low blood pressure",hayfever
leader allergy relief d-24,alavert d-12; claritin-d 12 hour ; claritin-d 24 hour ; leader allergy relief d-24; loratadine-d 12 hour ; loratadine-d 24 hour,0.0,0.0,0.0,0.0,otc,b,n,n,"'liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems'",hayfever,"liver kidney disease , heart disease , high blood pressure , diabetes , thyroid disorde , anenlarged prostateand urination problems",hayfever
lodrane d,brotapp ; bromaline ; lodrane d,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid'",hayfever,"breathing problem asemphysemaorchronic bronchitis , diabetes , high blood pressure , heart disease , anenlarged prostateor urination problems , glaucoma , overactive thyroid",hayfever
lohist-d,allerest maximum strength ; dicel ; lohist-d; sudogest sinus and allergy; triaminic softchew cold and allergy;,0.0,0.0,0.0,0.0,rx/otc,c,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
loratadine-d 12 hour,alavert d-12; claritin-d 12 hour ; claritin-d 24 hour ; leader allergy relief d-24 ; loratadine-d 12 hour; loratadine-d 24 hour,0.0,0.0,0.0,0.0,otc,b,n,n,"'liver or kidney disease', 'heart disease,high blood pressure', 'diabetes', 'thyroid disorde', 'anenlarged prostateand urination problems'",hayfever,"liver kidney disease , heart disease , high blood pressure , diabetes , thyroid disorde , anenlarged prostateand urination problems",hayfever
mixed grass pollens allergen extract,oralair,0.0,0.0,0.0,0.0,rx,b,n,x,"'severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing'",hayfever,"severe uncontrolled asthma , history allergic reaction affected esophagus tube connects mouth stomach causedheartburnor trouble swallowing",hayfever
mometasone / olopatadine,ryaltris,0.0,10.0,2.0,0.0,rx,unknown,n,x,"'nasal surgery, nasal sores, or nasal injury', 'glaucomaor cataracts', 'tuberculosisor any other infection or illness', 'if you are not feeling well or have symptoms that you do not understand'",hayfever,"nasal surgery , nasal sores , nasal injury , glaucomaor cataracts , tuberculosisor infection illness , feeling well symptoms understand",hayfever
nalex a 12,chlorex-a 12 ; conal ; nalex a 12; myhist-pd ; phena-plus ;,0.0,0.0,0.0,0.0,rx,c,n,x,"'severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems'",hayfever,"severe coronary artery disease , diabetes , overactive thyroid , asthma , pneumonia , breathing problems",hayfever
nasonex 24hr allergy,common,0.0,0.0,0.0,0.0,otc,c,n,n,"'an active or chronic infection', 'glaucomaor cataracts', 'herpes simplex virus of your eyes', 'tuberculosisor any other infection or illness', 'sores or ulcers inside your nose', 'nasal surgery or injury to your nose', 'if you are not feeling well or have symptoms that you do not understand'",hayfever,"active chronic infection , glaucomaor cataracts , herpes simplex virus eyes , tuberculosisor infection illness , sores ulcers inside nose , nasal surgery injury nose , feeling well symptoms understand",hayfever
nohist lq,actifed cold and allergy ; allerest pe ; chlortan d ; cold and allergy relief; ed a-hist ;,0.0,0.0,0.0,0.0,rx/otc,n,n,x,"'asthma or copd, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (cytra, epiklor, k-lyte, k-phos, kaon, klor-con, polycitra, urocit-k)'",hayfever,"asthma copd , cough mucus , cough caused smoking , emphysema , orchronic bronchitis , blockage stomach intestines , kidney orliver disease , high blood pressure , heart disease , coronary artery disease , recent heart attack , enlarged prostateor urination problems , glaucoma , diabetes , epilepsy seizure disorde , pheochromocytomaan adrenal gland tumor , overactive thyroid , take potassium cytra , epiklor , klyte , kphos , kaon , klorcon , polycitra , urocitk",hayfever
